content_id,content,subject,sentiment_word,sentiment_value
4054,标题内容不符,其他,,0
4055,明显是有小窗口的好看啊,其他,好,1
4056,听多久了。这个比清风那个如何,其他,,0
4057,支持江南大佬的听感，我曾经十年前去翔声的厂家拜访过，虽然什么都没买，但是仍然受到了厂家厚道的接待，试听了一个下午，给我留下了很好的印象。,其他,好,1
4058,有用，其实也没有说一定要怎么煲，只要多放不同频段的音乐即可，三频都要有,其他,,0
4059,高压锅，多放点姜蒜,其他,,0
4060,没用。,其他,,0
4061,正常听音量的1/3播放，循环播放大动态交响或者白噪音，8~10小时左右停1小时左右，每天差不多能煲20小时就行，可以按照自己作息时间调整，比方说睡觉前打开播放，早上起来关掉，上班或者上学出门时再打开，晚饭左右再关掉之类循环，这样差不多1周左右声音能听到比较明显的变化。当然前提是播放器和耳放是合格产品。另外煲耳机不是煲耳朵，期间随时可以中断正常使用听自己想听的内容，把耳机戴在耳朵上煲是低能干的事。,音质,差,-1
4062,声音变化较小，更多的是大脑适应这个声音的一个过程。有正经对比煲机前后频响曲线变化与否的很少，油管dms做过一个煲机测试视频，某拜亚耳机煲机200h前后高频频响确实有变化。,配置,,0
4063,没用，一耳朵不喜欢的耳机，再煲也不会变好听。,其他,好,1
4064,正常音量正常听就行，耳朵能承受的音量一定会对应耳机能承受的功率和振膜行程，不必特地去煲,其他,,0
4065,我觉得有变化，不仅是耳机线也会有，拿常听的几首歌前后对比就知道了,配置,,0
4066,"我一般新线,新耳机,都会用煲机碟煲个几百小时再听,就24h不间断的褒",配置,,0
4067,看官方资料功能方面挺全，一体机，真hifi还是智商税智者见智仁者见仁~ 差不多价位的可以参考Marantz、Aurender、Silent Angel、Melco,其他,差,-1
4068,啥耳机？用cardas金参考吧，我就搓过,音质,,0
4069,接搓，鱼ID同名,其他,,0
4070,我现在正用着两根超时空THE ONE 数字线当做模拟线用，并未发现有什么不妥,配置,,0
4071,"不能互换,声音会翻车",其他,,0
4072,ls正解 同轴75欧阻抗 拿rca代替不合规范啊,其他,,0
4073,音频数字信号的频率很低，远远达不到需要考虑特性阻抗的地步，用RCA也未尝不可。,其他,,0
4074,文字呢？,其他,,0
4075,这也太强了，听感就是叫其他自己YY [s:2],其他,强,1
4076,。。。无图无字?,其他,,0
4077,你们没见楼主被毒倒在地口吐白沫、四肢抽搐么？所以既无字也无图。哈哈 [s:2] [s:2],其他,,0
4078,看来是彻底被毒倒了,其他,,0
4079,"让我帮香港摔角迷一把, 这是它昨晚被试听的现场(它 = 010)[s:2][s:2][s:2]",音质,,0
4080,太水了吧 [s:28],其他,,0
4081,唔在南方代表了什么？我这里很少有人发这个词儿，除非是呻吟？,其他,,0
4082,[s:27] [s:27],其他,,0
4083,沙发支持一下,其他,,0
4084,开个头吧,其他,,0
4085,这次活动力度很大啊,其他,,0
4086,顶一个，中不中无所谓,其他,,0
4087,顶一个，中不中无所谓,其他,,0
4088,有机会去试试,其他,,0
4089,顶一下，反正我是中奖绝缘体,其他,,0
4090,支持一下,其他,,0
4091,看看手气,其他,,0
4092,JJ好小,其他,好,1
4093,胆小1号,其他,,0
4094,小黑J胆,其他,,0
4095,一切皆调音,其他,,0
4096,当然说得不负责任，参数啥都不一样，但这声音相似度太高了……,其他,,0
4097,03  19年才出的，楼主是来搞笑的吗,其他,,0
4098,muses运放假货太多，我从贸泽电子买的muses02，400元一颗，居然从美国发货到香港再转顺丰邮寄给我。声音有贵气，人声很润。和淘宝货行程鲜明对比。,配置,,0
4099,估计很少有人这么玩吧,其他,,0
4100,没了解过。,其他,,0
4101,就没有人研究一下大奥的耳放换管子吗？,配置,,0
4102,自己换着玩呗，挑个参数差不多的音频运放试试,其他,差,-1
4103,你可以换个同型号，高级别点的运放。,其他,高级,1
4104,我看roon就是拿个raat忽悠烧友别的没了,其他,,0
4105,另外，ROON最近1.7的推荐算法比以前靠谱多了，这个比以前赞。,其他,,0
4106,虽然roon的raat没那么hiend，但是目前来说，组合的好，高码率音质还是能够超过cd的，至于一般的dlan，音质上是不如roon的，这个随便比较下就知道了,音质,好,1
4107,肯定有意义上次跟群友团购了个,其他,,0
4108,ef1000不是以前就有了吗，怎么都说是新品，优化推出的正式版吗,其他,,0
4109,继续支持，lcd一直口碑不错，期待一下新品,其他,不错,1
4110,"对zmf感兴趣, 有没有淘宝?",其他,,0
4111,USB才是完全体，USB连接PC就相当于连上独立DAC。,功能,,0
4112,3.5的接口是这样的，它先是将3.5接口模拟信号采集，然后用内置DAC转换成数字信号，然后再通过DAC解码转换为模拟信号，经过DSP和放大电路输出到耳机单元。所以需要经过两重转换，音质极差。因为耳机本身的硬件DSP是绕不开的（单元本身是没有针对封闭式腔体调音的，全靠DSP调音）,配置,差,-1
4113,其实，我也更喜欢他的蓝牙效果，和一般蓝牙耳机比较，优势明显 (^o^),配置,,0
4114,鸡儿两千你可以的......,其他,,0
4115,我的真男人400发去民族大道了,其他,,0
4116,就是展览，然后见不到？,其他,,0
4117,某零,其他,,0
4118,ED11确实声音很好，醇音老板自己也很喜欢这个搭配。,其他,好,1
4119,平板目前还是要看hifiman的，虽然被骂，但是声音真的不错,其他,不错,1
4120,但在箱子的领域，唯有动圈一家独大,配置,,0
4121,金平面铝带还是很棒的，这次展会配的个土炮功放，声音很不错。,音质,不错,1
4122,平板上限高，同质化也没动圈那么严重,配置,,0
4123,奥帝兹粉表示国产非动圈耳机任重道远，加油吧。只是时间和技术储备问题,配置,,0
4124,225和E有啥区别？  歌德我出的很快。 浓厚的男声严重偏科,其他,,0
4125,玄学名称认真就输了,其他,,0
4126,差在细节，主体信息是没有差别的，人头肯定不会少，乐器还是那么几把，但是每一个人头，每一把乐器的清晰度是有区别的。,其他,差,-1
4127,个人愚见:信息量是延伸  层次感  泛音 细节的总称。,其他,,0
4128,铁三，贫乳妹呀,其他,,0
4129,aiva 黑美人 满足你需求 可以试听看看,其他,,0
4130,铁三角AD2000X   ,其他,,0
4131,推荐 K701神耳机,其他,,0
4132,k701量身打造,其他,,0
4133,这些古风歌我用mx375听，感觉比大耳机还好听。,其他,好,1
4134,古风国风我现在是k701和adx5000两个，各有特点,其他,,0
4135,无脑推荐ADX5000和大乌,其他,,0
4136,虽然没试过 但我第一感觉600会被秒得渣都不剩  我家有套2万多的  我爹不是发烧友，不搞摆位，不搞电处。我的600可以说出了解析还能稍微赢那么点，其他输得毫无疑问。而且你音响你根本不会想听耳机,配置,,0
4137,_(:з」∠)_为什么要拿箱子和耳机对比，为什么,其他,,0
4138,有一个拿音箱和耳机比的～你干嘛不拿10万的落地箱和2万的书架箱比呢？ [s:11],其他,,0
4139,一分钱一分货何必呢,其他,,0
4140,我感觉2w的设备拿7k买个hd800 1w3搞个凑合的前端或许比不到2k买个hd600 1w8搞个前端各方面要好很多 [s:5],其他,好,1
4141,5万箱子系统理论上HD800也不够看，首先对空间和听音环境的要求就不一样，这就好比2万元级高端4K分辨率电视，摆任何房间都可以看，但分辨率再高画面再精细撑死60-70寸，5万级的投影系统虽然才1080P分辨率，然后在影音厅或者多媒体室10米开外挂起少说200、300寸，你说哪个爽？,配置,好,1
4142,其实很难比的,其他,,0
4143,有个听音室的话，你会去听耳机这种罐头声？ [s:5] 这种没可比性的东西真水,其他,,0
4144,楼主不会是卖HD600的吧 [s:5],其他,,0
4145,这个不用比吧,其他,,0
4146,滋兹滋磁 价格不知道美丽不美丽,价格,,0
4147,18年就注册了一堆小号，这是一个一个用啊？这样耕耘肯定会有收获的吧？,其他,,0
4148,敢不敢接盘,其他,,0
4149,一开始惠威这个名字是不是有点想贴锐威,其他,,0
4150,阿巴阿巴阿巴,其他,,0
4151,这一类技术很多了，主要是看dac自带的时钟以及线路，和好的外接时钟比还是有差距的。,配置,好,1
4152,厂家说音源没区别，但是之前问过个代理说CD还是会比USB好,其他,好,1
4153,这几天用世纪格雷的解码配合便宜的TA-01b耳放，效果挺好，使得650的糊味一扫而空，给了我一个惊喜。这也说明格雷的解码的确有东西。,价格,好,1
4154,为啥耳机俱乐部那边，世纪格雷被贬的一文不值，奇怪了,其他,,0
4155,连小吴这个都在b站说这个音质牛逼的，一个东西只有对手都认可才是真的硬，耳机俱乐部那里都是土豪，人家不玩这些,音质,牛,1
4156,我记得这两个耳机的 方案不是铁三角本厂做i的,其他,,0
4157,很久以前看到一个说法是：以前放大器主流是电子管，输出阻抗比较高，所以后端耳机600欧这些比较占主流,配置,,0
4158,日本厂商一般要兼顾便携设备 ；日本之前主流的耳机驱动设备是功放前置的耳机孔,功能,,0
4159,默默看着自己一体机，一根黑黑机线,配置,,0
4160,不够，这世上有数千种电源线，每个需数百小时来煲才能判断好坏，因此你用一生的时间未必能找到合适的线，更遑论还有其他咸菜，若全部尝试各类组合，需像愚公移山那样，祖祖辈辈试下去，到第800000000000代子孙或有结果,配置,好,1
4161,楼上好调皮，哈哈……官方搭配就行了，换一台机器的改变远比线材来的大，在系统没什么太大需要改动的 时候一根线才会锦上添花，当然不排除换线声音更差。,配置,好,1
4162,线材至少要入门，当年一根9块9包邮的rca听到我怀疑人生，搞得hd650还不如网吧耳机,配置,,0
4163,又不是非得换，在没玩电源线之前机线还不是听的好好的,配置,好,1
4164,相当不错。正在听,其他,不错,1
4165,原创可以押金试听的,音质,,0
4166,3A声音速度比较慢，走向比较稳，个人听音习惯比较倾向于声声慢那种,其他,,0
4167,欧博 没人说呢,其他,,0
4168,T1 2代听说原线很差。。要不要先换根线试试看。,配置,差,-1
4169,直推就这水平，薄薄的。,其他,,0
4170,耳朵没煲当然不好听，多煲煲总会好不少的,其他,好,1
4171,确实小白一只，多听听吧,其他,,0
4172,不要用原配线，要用正经的音源和放大器,配置,,0
4173,这垃圾耳机不知道坑了多少人，它就这音色，你上10W前端也是这音色，苍白，淡漠，无聊至极。别忽悠人什么解码，耳放了。,其他,垃圾,-1
4174,K240S怎么样，值吗？,其他,,0
4175,本来就是干冷薄的声音，低频残废,其他,,0
4176,我有一个shp9000，9500听了几天后还是留下了9000,其他,,0
4177,电脑直推听歌赶紧换耳机吧。。那声音能入耳？不刺？,配置,,0
4178,飞利浦的话，建议X2HR，短板不多，不煲机都是一耳朵的惊喜，除了略微压头，眼镜友好，大头无碍。,其他,好,1
4179,只有990,其他,,0
4180,用MD听哪些歌手？,其他,,0
4181,来吧，k812、k872、th900、大奶罩，都是低阻哦，搞得你哭。,其他,,0
4182,尝试一下和声力的HarmonicDyne宙斯吧，64欧低阻，曾经听了一阵，听歌曲声音已经非常好了，和推好的HD650一个级别。,其他,好,1
4183,官方线吧。,配置,,0
4184,sommer黑参考+1,其他,,0
4185,sommer双子座，一代原线基，某大佬推荐说还是蛮好的了,配置,好,1
4186,最近准备淘宝上买一个T1二代，搭配打算买的MK8se，因为一直情迷600欧，无奈只有单端，感觉无法发挥小不点的威力。正研究线，就遇到楼主问题和各位老师的推荐，感谢。再问一下楼主用什么推T1二代，多谢。,配置,无奈,-1
4187,黑参考,其他,,0
4188,官方平衡线声音太冷静，不如原线找98改平衡，比官方平衡线好听,配置,好,1
4189,苏陌黑参考,其他,,0
4190,换线提高音质，那都是奸商忽悠人的。国内某耳机大厂的技术人员组织过专业听音人员盲测过，除了一根接头生锈的烂线，其余的几根线没有一个人能听出区别，铜线和镀金线的区别，只有在仪器上能看出来，早就超出人耳区分范围了。你去国外站看看，那些专业测耳机的站，只说耳机罩更换，对声音的影响或者耳放对高阻抗耳机。100欧往下的耳机，耳放几乎都没影响,配置,,0
4191,双子就算了。  推荐蓝水   至少参考吧,其他,,0
4192,SOMMER黑参考（tb上面假货很多，当心掉坑里）宽松大气，音质较暖；“澄”线条感强一些，音质硬而脆，但价格翻倍。,配置,强,1
4193,黑参考，比原线强多了。,配置,强,1
4194,在用官方线,配置,,0
4195,没有高级的EQ就别乱调啦...得不偿失....除非你用的RME adi-2fs，有42bit算力达成无损EQ。,其他,高级,1
4196,对于小耳塞来说，亲测EQ如换塞，确实有效的。小耳机和耳塞，本身失真率就高，和EQ增加的失真相比，频响改善带来的听感提升更明显划算。,配置,,0
4197,垃圾耳机用，正经听的好耳机不用,其他,好,1
4198,用  给喜欢的耳机减点低频高频之类效果立竿见影，换设备带来的改变太不可控了,其他,,0
4199,"最好不要乱调,会掩盖系统的一些特性",其他,好,1
4200,垃圾耳机扔掉，听好听的就行,其他,好,1
4201,只有爱欧迪家的BBE音效值得一玩，其余的都是不开EQ最好,其他,好,1
4202,有什么管子可以换,配置,,0
4203,这个CD机早期是用GE5670的，楼主可以试试,其他,,0
4204,请问原创v5 cd机如何？适合人声还是古典,音质,,0
4205,"机箱和主板接地不仅仅是防漏电,如果是金属机箱那就是一个大屏蔽壳,屏蔽掉的杂讯静电会通过地线导流掉,如果你的机器底噪明显可以试试机箱接地.",配置,,0
4206,留一楼,其他,,0
4207,很不错的套装 值得一试,其他,不错,1
4208,激光鼠在大厅31展位欢迎您,其他,,0
4209,我以为你是从东北坐飞机过去的额,其他,,0
4210,加个钰龙玩家群，群里有分享，管理员都在里面,其他,,0
4211,你买的多少欧呀？,其他,,0
4212,两头翘？？？我试过一堆前端也没听到过两头翘的880,其他,,0
4213,这是推力不足的体现,其他,,0
4214,B站老韩视听，650-880-701，对音乐还原最准确的就是880，实在太好听了，当然了，都是用胆机推的。,其他,好,1
4215,录音后最终呈现给回放设备的成品的相位问题取决于录音，混音，母带处理人的工作方法和习惯喜好。所有别纠结这些比较好，有人喜欢这样，有人喜欢那样。,其他,好,1
4216,呃。。。你先搞清楚录制的时候的左右声道不就是了。哪个麦录制的是左声道，你就给它左声道不就行了，哪来的什么镜不镜像的问题。,其他,,0
4217,你确定拍照是左右镜像的？大郎该起身吃药了。,其他,,0
4218,本人用HD800S试听这一套比金画眉强太多太多，大乌不了解,音质,强,1
4219,我就是用这一套推大乌，完全没有问题！可以推开，感觉比推800S还要好一些！这套系统对电脑USB出来的声音要求不高，DADAC可以起到很好的提升作用。,配置,好,1
4220,银狐有前级功能吗？,其他,,0
4221,50包邮解君愁。,其他,,0
4222,木耳，鉴定完毕：）,音质,,0
4223,笔记本推9500到头了，耳机再好，也听不出来区别了。笔记本的天花板是相当滴。反正thinkpad的声音极其垃圾,其他,好,1
4224,我曾经觉得9500各方面比x2hr表现好，后来来论坛发帖咨询之后又觉得还是x2hr好一些，但是后来对比听了很久还是选择相信自己的耳朵，出掉了x2hr。,其他,好,1
4225,菜鸡互啄？,其他,,0
4226,卖了吧。留自己觉得舒服的那个,其他,,0
4227,退烧吧,其他,,0
4228,卖了把自己留下,其他,,0
4229,这是真木耳，正常人都能听出3DB的频响差距....,音质,差,-1
4230,9500送人了，已经对声音没印象了,其他,,0
4231,ddddd,其他,,0
4232,预留位置,其他,,0
4233,好，期待盲赛结果！,其他,好,1
4234,预留位子～十点开展就来！,其他,,0
4235,"建议搞成线上盲听大赛,实名制报名",配置,,0
4236,电源线的电流还没走到音箱线就已经把高频泛音吃掉了？太tm神奇了吧。那还要中间那一大坨功放干吗呀？？？？？,配置,,0
4237,是不是和金波一个手感,音质,,0
4238,为何不舔,其他,,0
4239,那插入奖给谁,其他,,0
4240,音量可以简单粗暴的理解为输出功率大小，增益就是放大倍率了，放大倍率大的自然输出功率也高，推力简单粗暴的理解为不失真输出能力，有些耳放只能提供50mw*2的输出功率，但是在满50mw*2输出的情况下都能做到极低失真，就可以理解为这款耳放推力很好。相反的很多输出功率可以到500mW*2的耳放其实际表现到了100mw*2之后表现为极度的失真，比如高音开始发刺、低频肥厚、动态凌乱等等……这样的耳放直接扔垃圾桶或者50块包邮送走更适合……其实读过一些基本模拟电路的人应该都知道，晶体管也好电子管也好，放大特征曲线并不是完美的斜率曲线，一个最大输出1W的晶体管，实际最佳输出功率出在线性区域可能不到500mw，就看设计公司怎么去挖掘芯片的最优性能区域了。,配置,好,1
4241,如果说“推力”是指放大器对耳机负载的驱动能力的话，那么无论音量还是增益，都与“推力”无关。有关的是放大器本身的电路结构和外围的供电。,配置,,0
4242,听歌耳机没必要把自己搞成科学家。一格音量就很吵的话上个前级就完事了，还靓声。我就是这么干的。,其他,,0
4243,可以了，k601听人声和古典小编制，dt990听电子和古典大编制，hd25出街听个响。,配置,,0
4244,如果能排除前端问题，就是耳机问题了。卖家成功以需煲机为由拖了一周，再拖就来不及了退换了,其他,,0
4245,建议直接保修,其他,,0
4246,煲机已经成为js逃避责任的经典借口的？,其他,,0
4247,显然是问题机,其他,,0
4248,煲机不会有改善的，要么是耳机有问题，要么是耳朵有问题，可以先去医院做个检车，没有问题的话直接退耳机,其他,,0
4249,退货换新 我前前后后买了4只800S都没你说的这个问题,其他,,0
4250,没有感冒，鼻炎啥的，赶紧退换！,其他,,0
4251,我是鱼,其他,,0
4252,1770人声是不错的，但原线缺乏纵深是个大问题，要换线。,配置,不错,1
4253,昨天上架今天正名，发烧鱼的常规操作,其他,,0
4254,天河圆声带？,其他,,0
4255,关键是贵，这价格为啥不上t5p2代,价格,,0
4256,安卓的话下载一个 USB Audio Player Pro就可以了，可以融合Tidal Qobuz 支持MQA,其他,,0
4257,如果从音箱制造上来看的话，低、中、高的能量比例，顶多是5:3:2……低音喇叭150W、高音40W足够了，高音单元还要承担一部分中频能量。,音质,,0
4258,重金属常有大量吉他失真，鼓点快速且密集，同时主唱竭力嘶吼的场景，如果系统的安定度不达标，整个场面会混乱不堪，我的耳机中极致880配原线就是这副衰样。,配置,,0
4259,帮顶学习,其他,,0
4260,"其實金屬只是搖滾下面一個分支,做為一個聽了20多年搖滾幾乎不聽金屬的人,我覺得把搖滾和金屬並列還是不合適的.有很多搖滾樂對分離度的要求是很高的.",音质,,0
4261,系统升级之后之前听烂的歌  又等于是新歌了,其他,,0
4262,我是单纯的喜欢，声音和机器把玩 搭配的乐趣,其他,,0
4263,日系不清楚，拜亚森海出厂时都是没塑封的，有塑封的也都是代理那到手后封的，看塑封不靠谱，甚至机身有手印、灰尘的也不一定就是拆封退货品,其他,,0
4264,原来买索尼的黑砖是没有塑封的,其他,,0
4265,sony没有任何塑封,其他,,0
4266,平衡可以,其他,,0
4267,玩高级焊锡的那群人，我相信也绝对不是几十块钱一卷的焊锡能出来的声音。总之线材、焊锡、脚钉、保险丝、避震、修磨电容电阻（好的电容一颗大几百上千，电位器也是贵的见过1W多的）之类的东西都有那么一群玩家乐此不彼，一定是找到了差异,配置,好,1
4268,是的。如果没有金耳朵，的确浪费。,音质,,0
4269,lz，你听过再说这些。还有，和你系统有关系。,其他,,0
4270,不一定要高价发烧线和发烧接插件，但一定要买质量好的优质线材和接插件，最好是进口的，我从淘宝和香港的音响店买过古河的镀金电源插头和尾插，每套要1300多人民币，声音有点糊，结像有点散，还不如我买的英国原装的普通电源插头和尾插，一套只要几十元人民币。,配置,好,1
4271,好线材还是有用的。别管作用多少，但真的有利于开脑放。,配置,好,1
4272,有些人，群里听别人吹过几个设备，踩过几个设备，展会或者别人家听过几个不合理的搭配就上天了，变身懂王，指点江山，最搞笑的是自己啥设备都没有，也没搭配玩过，凭着刻板印象，去指导别人。,其他,,0
4273,请问楼主朋友 390+ps1推啥耳机，试过800s吗,其他,,0
4274,前级就不是个出力的玩意儿怎么可能推sus……合并机，或者前后级，或者纯后级（如果你的音源的前级够强）,其他,强,1
4275,帝瓦雷200，解码都省了。还能调功率,其他,,0
4276,金嗓子E480不都是推荐这个吗？话说不玩箱子，搞这个耳机性价比不高呀，有钱当我没说。,价格,,0
4277,功放还是根据箱子选吧。不要特意为了susvara选择功放,其他,,0
4278,或者科学功放，比如SPL Performer S800或者奔驰马克AHB2？,其他,,0
4279,好奇怪的担忧,其他,好,1
4280,脑洞清奇,其他,,0
4281,找个塑料布盖住就行了,其他,,0
4282,塑料布盖好了应该没啥问题吧,其他,好,1
4283,觉得有影响就盖布，觉得贵就搬走，就算大家说没有影响你也会觉得有影响吧,价格,,0
4284,保鲜膜包起来,其他,,0
4285,我很好奇声感是啥,其他,好,1
4286,被震撼得失语？,其他,,0
4287,淘宝有导音管修复的小东西，不知道有没有用,其他,,0
4288,我带的md2 pri 就超级不隔音，不过早就停产了，全世界限量50副，祝鲁迪大叔健康！,其他,,0
4289,铁三角大笊篱，开方面很大，相当不隔音,其他,,0
4290,或许是像mysphere3或者raal requisite sr1a这样的？,其他,,0
4291,KK2？,其他,,0
4292,平板和静电基本上都是,配置,,0
4293,KK这种单元架在耳朵外面的完全没有隔音效果,其他,,0
4294,kk，初心静电也漏的十分厉害,配置,,0
4295,平板 静电 铝带  基本上都是里外一样大声,配置,,0
4296,什么脑残言论。。,其他,,0
4297,每个芯片的个体是有差异的，并联多了只会叠加进去很多失真，让声音奇怪。,其他,差,-1
4298,文科生,其他,,0
4299,你肯定是个文科生,其他,,0
4300,环境不错啊,其他,不错,1
4301,羡慕。,其他,,0
4302,上海人，而且近在咫尺。但这次有事去不了，本来真的打算去听几样东西的。,其他,,0
4303,什么设备？,其他,,0
4304,所以你的电源线是用在哪个设备上了（黑人问号）,配置,,0
4305,楼主你可试试同一首歌，由wav分别转换成flac，mp3等格式的，看看能不能听得出区别。如果听不出区别的，千万不要玩线材了，如能听出区别的，才可慢慢玩线材吧。,配置,,0
4306,有一定区别，但感觉价格和最终效果并不直接挂钩,配置,,0
4307,哗众取宠跟皇帝的新衣其实是一样的,其他,,0
4308,我胆子肥了，30000多的随身也敢点进来看。看完默默关掉帖子，搬砖赚钱去。,其他,,0
4309,三万多买台V590pro不香吗。。。,其他,,0
4310,百度搜索共射放大电路和共基放大电路,配置,,0
4311,foobar，界面里选好曲目，右键转换,其他,好,1
4312,CD机内置软件，直接出来声音就是无压缩的 WAV,其他,,0
4313,听课要啥音质啊。无线蓝牙头戴最方便了,配置,,0
4314,除了声音，梁头一定要宽大，贴合，长时间听课舒服最重要,舒适,,0
4315,某宝搜平头塞，按价位随便买一个就好了,其他,好,1
4316,4.9包邮的原道。等不到4.9元就9.9元。,其他,,0
4317,这几个问题没切中要害，都算是比较简单易懂具有一定科学性的概念，大家用的也非常习惯了,其他,,0
4318,半玩笑的说：安定感其实还有一种理解，就是你不同电脑播放音乐，就能减少电脑播放的同时用电脑干别的事情，比如游戏、网页等，增加了安定感。,配置,,0
4319,楼主，这些是YY形容词，和测试名词一毛钱关系也没有。,其他,,0
4320,你骗我说这是养金鱼的缸子，我也信啊。,音质,骗,-1
4321,夜总会啊,其他,,0
4322,厉害了我的歌，玩耳鸡也上到前后级。,其他,,0
4323,其实我一直分不清古典和交响的区别，哪个播好的难度大,音质,好,1
4324,网易云音乐->排行榜->曲风榜->古典排行榜,音质,,0
4325,去古典音乐版块随便下载点，或者百度搜索一下企鹅三星带花合集,音质,,0
4326,可以考虑收我的s7,其他,,0
4327,看了几篇评测感觉背景黑应该是S8的功劳，这么好的解码怎么感觉完全搜不到评测，也没几篇水文，奥莱尔已经穷到水军都请不起了吗,其他,好,1
4328,奥莱尔不错的,其他,不错,1
4329,非常不错，我现在用的退烧塞，典型的动圈声音。,配置,不错,1
4330,看了看，有一人购买，那个人是不是你！？,其他,,0
4331,线价格不算高，真的有他说的那么好吗？？,配置,好,1
4332,"看频响,中高频定义多少k",其他,,0
4333,你也知道国标方便。不换墙插更方便。,功能,,0
4334,好的电源线国标插头的不多啊。。,配置,好,1
4335,太多了，杨阳的 线尊的 八达的，现在都出了不影响动态声场的滤波了，只是声音也没撒提高（兴许1%，5%的提高我是能听出来的），无非用电高峰期能够抵御多点emi干扰图个心理安慰而已，不差1000元小钱当然可以买，否则买个200元的防雷防电插座就行了，200元价位公牛的，同为的，甚至任何品牌都一样，因为普通排插这价位做工用料都有保证，声音也没有明显损失，声韵倒是有无滤波排插，里面机线插座用料可以，但是没有防雷防电功能，个人认为就算不考虑音质，贵重电器设备，还是用个防雷防电的排插起到一定保护作用也好,配置,好,1
4336,西门子20A,其他,,0
4337,一直没搞清楚过机线到底是什么线,配置,,0
4338,前排观看,其他,,0
4339,请说之,其他,,0
4340,sommer不适合家用。,其他,,0
4341,支持对比,其他,,0
4342,有机会一定要听听原厂的,其他,,0
4343,另外我觉得你提的MOSFET是指功率级采用MOSFET的放大器，而不是输入级,其他,,0
4344,KOSS的是MOS放大和输出,其他,,0
4345,声音是如何传播的  自己弄明白就不会有这么多疑惑了,其他,,0
4346,只有结项好的音箱才有正眉心过来的声音体验（不见得一定要贵的，20几块的联想和百八十块的好的都可以）耳机是没办法做到的KK之所以经典就是非常接近，但物理特性决定还是差一些,价格,好,1
4347,7n无氧铜的声音是不是比较冷的声音,其他,,0
4348,正巧给7200弄了条2.5的线，是那种比较便宜的国产银线，X交响这牌子的，声音比原线更顺滑一点，通透度和细腻度有一定改善。,配置,,0
4349,看好多人说流行人声就闭眼选歌德，可实在不喜欢压耳式的佩戴方式啊,音质,好,1
4350,先帮你排除歌德，人声太近。如果专门用来听人声，不在意其他的表现，那小乌是最合适的,其他,,0
4351,宙斯没听过，从你列的剩下里面选一个的话，可能得选7200了。,其他,,0
4352,z7要么一代，别碰2代，系统搭配合理一代是个超值的神物,其他,,0
4353,建议买个仿ems，搭配合适的81和88管子，二手的话，大概两千多能有不错的效果,配置,不错,1
4354,Feliks Audio貌似最近更新了Echo II，或者可以试试RSA 的The Raptor,其他,,0
4355,我插的一个风根801s和2个大盾88,其他,,0
4356,小不点,其他,,0
4357,必须欧博 或者 原创,其他,,0
4358,本来就不差，TWS来说算好的，只是盒子太大、,外形,好,1
4359,没人说差啊，各大网站不是都说最佳音质和续航吗，就是个标准哈曼曲线的音色，失真比榭兰图还低...,配置,差,-1
4360,PBP已经是苹果时代的产物了，单元、调音、芯片都相当强,其他,强,1
4361,人声好听没毛病，背景音乐糊，分离不高，大动态一上原形毕露,音质,好,1
4362,主要是我跑步听感觉很佩戴自然，切歌操作可接受，也不担心掉，音质续航倒是次位,功能,,0
4363,这么想就对了,其他,,0
4364,好家伙1500的售价，都是土豪吗？,其他,好,1
4365,"最近真无线耳机当中听了Bose QuiteComfort Earbud, Bose Sport Earbud, 森海木馒头真无线1代，索尼xm3，苹果AirPod Pro，感觉Bose的两款真不错，可能是有DSP加持，甚至觉得比一些2000档位的有线耳塞还好听",配置,好,1
4366,被劲浪搞烦了，出新机就换壳换配色，母猪下崽一样，产品线铺得太广，逻辑性严重不足，老产品价格腰斩,配置,,0
4367,歌德也这样，但好歹脸皮厚价格硬，卖不卖的出去就另说了，反正不降价,价格,好,1
4368,专业版这配色也是没谁了。。。,其他,,0
4369,那个什么胶水坏线的问题彻底根除啦？,配置,,0
4370,银乌声音4000块吧，哈哈,其他,,0
4371,安润送了2条线，3.5和2.5的，都1.2m左右的,配置,,0
4372,看个人习惯，用PC多就PC方便，这个价位升级解码效果其实更好，很多解码也支持USB,功能,好,1
4373,投界面一票,其他,,0
4374,确实不错的声音，虽然没问耳机的价格，但不属于那种大开大磕的平板。声音没问题,价格,不错,1
4375,听了下透明度和细节揭示力确实不错，就是这价格呵呵了,价格,不错,1
4376,啥价格啊？,价格,,0
4377,"我还以为楼主买了。差点发表""豪气冲天""四字真言。",其他,差,-1
4378,记得光耳机就要3W+了吧，关注了很久但太冷门了,其他,,0
4379,t+a感觉很差。,其他,差,-1
4380,其实，这套和激光鼠+铁三角的5000比，我更喜欢5000这套。,其他,,0
4381,soulnote是低频非常好的机器，这套系统居然低频不咋地，中频还有点直白和不流畅，感觉t+a在搞笑。。,其他,好,1
4382,T+A自己的音箱都做的一塌糊涂，耳机能好到哪去,其他,好,1
4383,是的,其他,,0
4384,现在高端无线耳机基本都有DSP补偿，对单元特性做出针对性修饰与补偿，单元本身素质平平，但是经过DSP补偿后最终出来的声音，远远高于该单元在有线耳机中的表现。,配置,,0
